id,name,description
works/89284,Antigonish,1965 film by Stanley Jackson
works/88416,This week in Britain: design control,film
works/65749,The Canada cup: the ultimate series,1976 film by James A. Cole
works/87421,Best of British: Jaguar,1995 film by Bruce Cox
works/72666,Sensitivity to antibiotic injections,1954 film
works/78108,Valley of Hope,1984 film
works/95878,What is a bird?,1962 film
works/72310,The Rockhoppers,1975 film by Ossie Emery
works/110555,The First thing I remember,2005 film by Tamara Meem
works/71501,Peruvian plateau,1947 film by Clifford J. Kamen
works/80152,Router Jigs and Techniques,1985 film
works/80760,Fourteen rats and a ratcatcher,1982 film by Francesco Tenze
works/77745,"Prostitute I am, common I'm not",1981 film by Judy Lever
works/96610,Any empty space,1973 film
works/97865,Shooting scene 341,1977 film
works/78890,Right Now,1985 film
works/68815,In dense traffic,1969 film by John Edwards
works/79825,To a Safer Place,1988 film
works/83757,Manning Clark,1988 film
works/72081,The Real Mobile,1976 film
works/88316,Mayola,1965 film
works/80096,Looking into spreadsheets,1989 film
works/80855,Fireworks; Rabbit's Moon; Eaux D'artifice,1947 film by Kenneth Anger
works/78314,Dealing with Discipline Problems,film by Jim Thornton
works/80804,Crossing borders,1987 film
works/73454,Top spin and back spin strokes,1973 film by Don Kelly
works/67267,Heart-lung endurance,1975 film by D. David Bash
works/66882,Don't let him die,1968 film by Guy Fergusson
works/72369,Royal destiny,1952 film
works/92185,France panorama.,1973 film
works/78480,Surviving Parenthood,film
works/71327,Painting shadows,1957 film
works/98190,Waves and beaches,1982 film by Eric Harrison
works/83634,No alternative,1993 film
works/87336,"Weight events: shot, discus, javelin and hammer",1938 film
works/117196,An Interview with Laurie Price,SEP 2010 film
works/97362,Forest by day,1973 film by David Corke
works/97311,Let's write a story. - 2nd ed.,1978 film by Susan Shippey
works/74013,Triggers series. No. 1,1972 film
works/81956,Psychotic disorders: schizophrenia,1990 film by Harry Ratner
works/117084,Disney Masterclass with Roy Conli and Glen Keane,2010 film
works/97325,Erosion and weathering: looking at the land,1976 film
works/72399,The Running broad jump,1960 film
works/96445,The Boy from Coober Pedy,1972 film
works/84988,The Great escape,1963 film by John Sturges
works/69606,Let's all sing together. No. 5,1944 film
works/76166,Finger painting methods,1953 film
works/70163,Marriage and divorce,1949 film
works/64690,Along the Sepik,1963 film by Ian Dunlop
works/70701,Music in the school,1959 film by Margaretha Rosencrantz
works/67747,Formosa today,1960 film
works/75208,Black tide,1976 film by David E. Barrow
works/91429,Medical Scotland,1968 film by LRC Agnew
works/89390,Letter for an angel,1993 film by Garin Nugroho
works/120161,I don't care what the Bible says,04 MAY 2022 film
works/74404,A Visit to puppets,1955 film by M Ussorowski
works/73988,Transmission of electricity,1949 film
works/72358,The USA in world trade: round trip,1947 film by Roger Barlow
works/66537,Cubism,1970 film
works/82578,The Arrested moment,1988 film by Judith Wechsler
works/89102,It takes the biscuit,1942 film by Ronald Haines
works/66972,Durga puja in Calcutta,1965 film by Mriganka Sekhar Ray
works/97261,Carnivorous plants,1979 film
works/74249,Using analytical tools,1954 film
works/87392,Baby animals,1948 film
works/93165,Dance crazy in Hollywood,1990 film by Robert Kuperberg
works/74682,Where Mrs. Whalley lives,1966 film by Graham Parker
works/73756,The Thompsons: migrating to the city,1979 film by Meg Stewart
works/91849,Left-handed children: a guide for teachers and parents,1998 film by David Middleton
works/95812,Forces: composition and resolution,1962 film
works/80266,Using Microsoft Works,1988 film
works/87921,Heir to the throne,1945 film
works/89844,The King's tailor,1935 film
works/84696,The Passionate eye,1989 film
works/96372,Herding cattle on the Niger,1967 film by Hermann Schlenker
works/81623,The Tempest in Bali,1988 film by Ugo Mariotti
works/94576,Tropfest 2003,2003 film
works/110170,The Story of an immigrant filmmaker,2005 film
works/70200,Maths alive,1965 film by John Howard
works/70583,Morning in the streets,1965 film
works/91255,Problem solving,2000 film
works/67959,Gastro-intestinal cancer: problem of early diagnosis,1950 film
works/111150,I love my family,MAY 2007 film
works/81094,The World: A Television History. Ep. 13. China and Japan,1983 film by David Wright
works/83524,Project seat belt,1984 film by Philip Robertson
works/82033,The Plant,1982 film by Thomas Vamos
works/74778,William Dobell,1962 film by Dahl Collings
works/92422,Dick Tracy. Vol. 2,1937 film by Alan James
works/92927,Hoppy: a portrait of Elizabeth Hopkins,1984 film by Colin Browne
works/68687,Hurricane below,1974 film
works/67757,Four back rooms,1958 film
works/97668,"Get up, stand up",1981 film by Tom Zubrycki
works/66792,The Director,1969 film
works/66331,Connemara and its ponies,1976 film
works/64629,Gurrawilla,1975 film by Ross Campbell
works/75076,Zoo animals in rhyme,1965 film
works/67450,Festival in London,1951 film
works/72410,The Russian consumer,1968 film
works/84515,Microsoft ancient lands,1994 film
works/76798,Wasted resources,1977 film by Katherine Smalley
works/91670,France panorama.,1970 film
works/89235,Sterilizing wool blankets for hospitals,1962 film
works/95759,How behavior grows,1946 film by Arnold Gesell
works/71599,Place in the sun,1948 film by William Morrison
works/71219,Origami,1968 film by Joan Hanson
works/79623,Spirit of the Tall Ships,1988 film by David Haythornthwaite
works/109996,Memory,2005 film
works/70970,Northern composition,1979 film
works/68174,Gravity waves,1976 film
works/117197,Back to the brickworks,2010 film by Grant Hobson
works/88380,Pathways to Australian science: 2 thinking scientifically about crime,1998 film by Dick Beilby
works/92235,Let me out,film
works/86099,Changes,1977 film by Michael Healy
works/72062,The Raven by Edgar A. Poe,1976 film by Lewis Jacobs
works/91482,Welcoming valley: the mighty Murray,1974 film
works/68176,The Great achievement,1957 film
works/74571,Weather: understanding storms,1962 film
works/94693,An Evening with Charles Aznavour,1982 film by Mike Mansfield
works/80877,Walkabout,1962 film by Frank L. Few
works/114158,North,2002 film
works/96447,Places people live: the family farm,1970 film
works/67711,For science and the arts,1965 film
works/77331,Kampuchea after Pol Pot,1982 film by Mark Stiles
works/69546,Learning about flowers,1957 film
works/92731,BadJelly the witch,2000 film
works/72538,Scientific advancement,1956 film by James Blake Cahoon
works/88535,The Building of Boulder Dam,1935 film
works/73265,The Story of the soil,1960 film
works/110467,country school diary_05,film
works/81357,Ghostbusters,1984 film by Ivan Reitman
works/87025,Speed the scrap,1948 film
works/80428,The Family of man. Part 3. Weddings,1970 film
works/65362,Better dairying,1960 film
works/108122,The Dinner party,1993 film by Carolena Helderman
works/69872,The Lonely places,1965 film by Peter Saunders
works/68510,Basic skills. Pt. 2,1973 film by Sally Methven
works/74161,Under western skies,1945 film
works/64980,Ask an Australian about government,1975 film by Kay Roberts
works/66110,Circles II,1972 film
works/72507,The Scene from Melbury House,1973 film
works/79710,Gallipoli - the Fatal Shore,1988 film
works/78258,"Fitness, Make It Your Business",film
works/68522,The Holy Roman Empire,1961 film
works/98387,Making sum-think happen,1983 film by Louise Jonas
works/70355,Micro-organisms that cause disease,1960 film
works/109032,Prey,2002 film
works/78157,Sunbeam,1980 film by Paul Vester
works/110035,A Postcard from Point Lonsdale,1958 film
works/65027,At the sign of the owl,1956 film by Colin Dean
works/77154,Culture and recreation,1982 film by John Leake
works/78679,Introduction to Microwave Cookery,1983 film by Ian Beeton
works/74566,Our changing earth. Part 2. Wearing away of the land,1959 film
works/97076,How to tame a dragon,1975 film
works/76899,Bow and arrow,1979 film by William Pettigrew
works/77208,Blades and brass,1967 film by William Canning
works/68466,The Highway of steel,1948 film by Ralph McCromick
works/73426,Sykes,1974 film by Dierdre Walsh
works/72919,Smokes and Lollies,1976 film by Gillian Armstrong
works/73978,Training methods: training program,1974 film by Mel Dungton
works/81471,Compost: A Down to Earth Approach,1991 film by L Richards
works/79732,"Body, Mind and Massage - Relaxing Together",1989 film
works/68853,Incendio,1974 film
works/92272,Cinesound Review,1950 film
works/99261,Visions of perfection,1988 film by Diane Charleson
works/67429,Fear woman,1971 film by Elspeth MacDougall
works/78132,Australian gazette. No. 3,1920 film
works/117654,A Universe of numbers,1962 film
works/96326,Buttercup,1971 film by Robert Leland Brown
works/81116,The World: A Television History. Ep. 01. Human Origins,1983 film by Taylor Downing
works/68642,How to keep from catching VD,1971 film
works/71650,Play is the work of young children,1975 film
works/72958,Social psychology,1971 film
works/88875,Hawaiian hospitality,1956 film
works/72706,The Sexually mature adult,1973 film by Ben Norman
works/86630,Christmas classics. Vol. 02,film
works/65046,The Atomic theory,1945 film by Derek Mayne
works/68574,The House of science,1962 film
works/76460,Time to share,1979 film by Justin Milne
works/78595,Work,1985 film
works/66983,Early recognition of learning disabilities,1969 film by Barrie Angus McLean
works/71996,The Quest,1970 film
works/76865,Their bridge again: restoration of the Tasman Bridge,1977 film
works/91808,The Woodlanders,1997 film by Phil Agland
works/75888,Why people smoke,1980 film
works/71733,Pot,1973 film
works/80263,Introduction to Personal Computers,1988 film
works/76563,Ki or breathing,1980 film by Toshio Matsumoto
works/98098,"Classifying: juggling shapes, sizes, colors and textures",1981 film by Paul Buchbinder
works/81586,"Ms. Reiko Hitomi, Tokyo",1990 film by Sachiko Kimura
works/69272,Joining solid conductors,1945 film
works/117001,The Sinking home,MAR 2010 film
works/77463,Gymnastic flashbacks,1975 film
works/116640,A Story to inspire,MAY 2008 film
works/87044,Rubbish. A Puppet pudding,1982 film
works/71955,"Pulpy kidney, enterotoxaemia in sheep",film
works/110129,Surface tension,1994 film by Moira Moss
works/79780,Going on to further study,1985 film
works/70731,The Mysterious bee,1979 film by Phil Simon
works/92822,Like it is,2001 film
works/93003,Death of a student,1969 film
works/99181,Bedtime stories,1987 film by Gerben Cath
works/71188,Operation Hurricane,1953 film by Ronald Stark
works/75577,The Film Film Advertisements,film
works/89382,The Week in pictures. Issue no. 296,1950 film
works/117670,Management by objectives : performance and potential review,1970 film
works/80832,The Irish in Australia: Echo of a Distant Drum,1986 film
works/80597,Nine and a half weeks,1984 film by Adrian Lyne
works/96409,Methods,1970 film
works/74818,With just a little trust,1975 film
works/86604,Mirror of Germany. No. 092,1962 film
works/86836,Five bloody weeks : the Syrian Campaign June-July 1941,1996 film by Les McLaren
works/86300,Jack and the beanstalk,1966 film
works/71742,Poultry a billion dollar industry,1939 film by Don Bennetts
works/79231,The Three little pigs,1988 film by Jan Mack
works/98581,Groundwater,1982 film
works/88341,For the love of a child,1980 film by Douglas Stanley
works/115818,The Loner,1986 film by Zhang Junzhao
works/111259,The Mallee tree,2007 film
works/117434,Closure,2013 film
works/108672,Placement displacement,2000 film
works/72908,Small planet,1960 film
works/78380,The Alternatives to Infertility,1985 film
works/117557,Working with child care,1979 film
works/72990,Some creatures of the Barrier Reef,1948 film
works/70094,Man of tomorrow,1957 film by David H. Villiers
works/71020,The Nuremberg Chronicle,1967 film
works/82486,William S. Burroughs: commissioner of sewers,1986 film by Klaus Maeck
works/96593,Growth of intelligence in the pre-school years,1972 film
works/93039,The Voice of Ivan Frost,2000 film by Alanya Van De Wiel
works/64922,Arthropods: animal life,1962 film
works/69885,The Long wait,1960 film by Maxwell Munden
works/110625,A Monster problem,2006 film
works/65961,Tone poem: moods in the forest,1940 film
works/72473,The Sands of Yellow Rock,1959 film by Jack Gardiner
works/78460,The Little Marsupials,1985 film by David Moore
works/81099,The World: A Television History. Ep. 25. World in Conflict,1983 film by John Selwyn Gilbert
works/87620,Animation on 4. Vol. 02,film
works/83748,A single life: Ethel May 'Monte' Punshon 1882-1989,1989 film
works/67392,Family of man,1955 film
works/109392,A Letter for Marie,2003 film
works/88755,The Young volunteers,film by Peter Whale
works/90868,The Battle against cancer,1947 film
works/117621,The car body: from wood to steel,1973 film
works/76774,The Dangerous summer,1980 film by Brian Trenchard-Smith
works/79672,Trees,1988 film by Steve Christiansen
works/81656,Effective Resumes and Job Applications,1992 film
works/74202,United Nations Educational Scientific and Cultural Organization,1966 film by Ramakantha Sarma
works/116733,Toyota : Francis Bourke,2005 film
works/75710,The Polish National Radio Orchestra. No. 1,1964 film
works/117522,Pay for performance,1972 film
works/83653,"Dominators: Smith, Hayes, Cummings",film
works/67474,Fighting forest fires with hand tools,1952 film by Lawrence Cherry
works/88828,Animals in Amboseli,1968 film
works/82928,Tit for tat,1993 film
works/71160,Open drop ether,1944 film by Margaret Thomson
works/76894,Fitness for sport,1978 film
works/70378,Migration: the first week,1971 film
